,job_titles,Creation date,employer,Job_Type,CountryName,Region
210,SAP BW/4HANA Data Engineer (d/f/m) (Informatiker/in (Hochschule)),2023-05-16,Ottobock SE & Co. KGaA,Full-time,Germany , Berlin
211,SAP BW/4HANA Data Engineer (d/f/m) (Informatiker/in (Hochschule)),2023-05-16,Ottobock SE & Co. KGaA,Full-time,Germany , Berlin
212,Production Data Engineer m/w/d (Industriemeister/in - Digital- und Printmedien),2023-04-27,FLYERALARM GmbH,Full-time,Germany , Würzburg
212,Production Data Engineer m/w/d (Industriemeister/in - Digital- und Printmedien),2023-04-27,FLYERALARM GmbH,Full-time,Germany ,Kreisfreie Stadt
213,Data Engineer & Architect Azure Cloud (w/m/div.) (Informatiker/in (Hochschule)),2023-05-25,Robert Bosch GmbH,Full-time,Germany , Stuttgart
213,Data Engineer & Architect Azure Cloud (w/m/div.) (Informatiker/in (Hochschule)),2023-05-25,Robert Bosch GmbH,Full-time,Germany ,Stadtkreis
214,Data Engineer & Architect Azure Cloud (w/m/div.) (Informatiker/in (Hochschule)),2023-05-24,Robert Bosch GmbH,Full-time,Germany , Ulm
214,Data Engineer & Architect Azure Cloud (w/m/div.) (Informatiker/in (Hochschule)),2023-05-24,Robert Bosch GmbH,Full-time,Germany ,Stadtkreis
215,Data Engineer & Architect Azure Cloud (w/m/div.) (Informatiker/in (Hochschule)),2023-05-24,Robert Bosch GmbH,Full-time,Germany , Main-Spessart
216,Full Stack Web Engineer / Data Engineer (m/f/d) Printer Information Center (PIC) (Informatiker/in (Hochschule)),2023-03-30,Canon Production Printing Germany GmbH & Co. KG,Full-time,Germany , Ebersberg
217,MES-Administrator/Data Engineer Digital Manufacturing (m/w/d) (Informatiker/in (Hochschule)),2023-12-05,Zollner Elektronik AG Werk Zandt,Full-time,Germany , Cham
218,Softwareentwickler und Data Engineer Industrie 4.0 (w/m/div.) (Wirtschaftsinformatiker/in (Hochschule)),2023-05-30,Robert Bosch GmbH,Full-time,Germany , Oberallgäu
219,Bearbeiter technisch logistischer Materialdaten (d/m/w) - AIRBUS - Manching - SOFORT (Data Engineer),2023-05-25,Bishop GmbH,Full-time,Germany , Pfaffenhofen a. d. Ilm
220,IT Consultant (w/m/d) für unser 4me Solution Consulting Team (Data Engineer),2023-05-19,blu Systems GmbH,Full-time,Germany , München
220,IT Consultant (w/m/d) für unser 4me Solution Consulting Team (Data Engineer),2023-05-19,blu Systems GmbH,Full-time,Germany ,Landkreis
221,MES-Administrator/Data Engineer Digital Manufacturing - DB (m/w/d) (Informatiker/in (Hochschule)),2023-12-05,Zollner Elektronik AG Werk Zandt,Full-time,Germany , Cham
222,Data Engineer / Software Developer (m/w/d) im 5G Innovationsumfeld Telekommunikation (Softwareentwickler/in),2023-04-05,MicroNova AG,Full-time,Germany , Dachau
223,Datenbank-Entwickler / Data Engineer (m/w/d)Microsoft SQL (IT-System-Kaufmann/-frau),2023-10-03,Betriebskrankenkasse Linde,Full-time,Germany , Konstanz
224,Datenanalystin / einen Datenanalyst (Univ./Master) (w/m/d) BBRH-2023-0027 (Data Engineer),2023-04-05,Bundesrechnungshof,"Part-time,",Germany , Bonn
224,Datenanalystin / einen Datenanalyst (Univ./Master) (w/m/d) BBRH-2023-0027 (Data Engineer),2023-04-05,Bundesrechnungshof,"Part-time,",Germany ,Kreisfreie Stadt
225,Senior Data Engineer for Automotive Business (m/w/d) (IT-Projektleiter/in (Weiterbildung/Ausbildung)),2022-07-16,Deutsche Telekom AG Konzernzentrale,Full-time,Germany , Bonn
225,Senior Data Engineer for Automotive Business (m/w/d) (IT-Projektleiter/in (Weiterbildung/Ausbildung)),2022-07-16,Deutsche Telekom AG Konzernzentrale,Full-time,Germany ,Kreisfreie Stadt
226,Senior Software & Data Engineer - Enabling Autonomous Driving Development (f/m/x) (Informatiker/in (Hochschule)),2023-05-15,BMW AG,Full-time,Germany , München
226,Senior Software & Data Engineer - Enabling Autonomous Driving Development (f/m/x) (Informatiker/in (Hochschule)),2023-05-15,BMW AG,Full-time,Germany ,Kreisfreie Stadt
227,Software / Data Engineer für Automationslösungen für Kfz-Diagnoseinformationen (w/m/div.) (Informatiker/in (Hochschule)),2023-04-13,Robert Bosch GmbH,Full-time,Germany , Esslingen
228,MES-Administrator/Data Engineer Digital Manufacturing - Visual Shop Floor (m/w/d) (Informatiker/in (Hochschule)),2023-12-05,Zollner Elektronik AG Werk Zandt,Full-time,Germany , Cham
229,"Informatiker, Physiker - Data Engineering, Data Warehouse (Informatiker/in (Hochschule))",2023-05-20,KEPPLER.Personalberatung,Full-time,Germany , Ludwigshafen am Rhein
229,"Informatiker, Physiker - Data Engineering, Data Warehouse (Informatiker/in (Hochschule))",2023-05-20,KEPPLER.Personalberatung,Full-time,Germany ,Kreisfreie Stadt
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany , Region Hannover 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,München
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Düsseldorf
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Nürnberg
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Hamburg 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Köln
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Berlin 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Dortmund
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Erfurt
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Frankfurt am Main
230,IT Architekt Data Analytics/ Data Engineering (w/m/d) (Software-Architect),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany , Hamburg 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Frankfurt am Main
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Nürnberg
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Dortmund
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Erfurt
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Berlin 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,München
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Köln
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Region Hannover 
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Düsseldorf
231,(Senior) Berater Data Analytics/ Data Engineering (w/m/d) (IT-Systemanalytiker/in),2023-05-23,Capgemini Deutschland,Full-time,Germany ,Kreisfreie Stadt
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany , Nürnberg
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Region Hannover 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Dortmund
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Köln
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Frankfurt am Main
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Esslingen 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Berlin 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Mettmann 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Hamburg 
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,München
232,Junior-Berater Data Analytics / Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany , Hamburg 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,München
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Köln
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Region Hannover 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Nürnberg
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Esslingen 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Erfurt
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Mettmann 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Berlin 
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Frankfurt am Main
233,Senior Berater Data Analytics Data Engineering (w/m/d) (IT-Berater/in),2023-02-05,Capgemini Deutschland GmbH,Full-time,Germany ,Kreisfreie Stadt
234,Consultant (m/w/d) Microsoft Azure Data Engineering (Remote) (Data-Warehouse-Analyst/in),2023-05-26,Windhoff Software Service GmbH,"Flexible,",Germany , Borken
235,Data Engineer:in (Informatiker/in (Hochschule)),2023-05-16,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
235,Data Engineer:in (Informatiker/in (Hochschule)),2023-05-16,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
236,Data Engineer:in (Informatiker/in (Hochschule)),2023-05-15,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
236,Data Engineer:in (Informatiker/in (Hochschule)),2023-05-15,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
237,Data Engineer:in (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
237,Data Engineer:in (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany ,Berlin 
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany ,Hamburg 
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany ,München
238,Projektleiter:in Data Engineering (Informatiker/in (Hochschule)),2023-09-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
239,Data Engineer:in Betrieb Fernverkehr (Wirtschaftsinformatiker/in (Hochschule)),2023-05-19,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
239,Data Engineer:in Betrieb Fernverkehr (Wirtschaftsinformatiker/in (Hochschule)),2023-05-19,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
240,Senior DevOps/Data Engineer:in (Informatiker/in (Hochschule)),2023-05-16,Deutsche Bahn AG,Full-time,Germany , Frankfurt am Main
240,Senior DevOps/Data Engineer:in (Informatiker/in (Hochschule)),2023-05-16,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
241,Projektleiter Data Engineering (m/d/w) (Leiter/in - IT),2023-05-20,Deutsche Bahn AG,Full-time,Germany , München
241,Projektleiter Data Engineering (m/d/w) (Leiter/in - IT),2023-05-20,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
242,Senior Data Engineer:in (w/m/d) (Informatiker/in (Hochschule)),2023-05-17,Deutsche Bahn AG,Full-time,Germany , Mainz
242,Senior Data Engineer:in (w/m/d) (Informatiker/in (Hochschule)),2023-05-17,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt
243,"Bioinformatician - Software, Data Engineering, MySQL, Python (Biologe/Biologin)",2023-05-24,Immatics Biotechnologies GmbH,Full-time,Germany , Tübingen
243,"Bioinformatician - Software, Data Engineering, MySQL, Python (Biologe/Biologin)",2023-05-24,Immatics Biotechnologies GmbH,Full-time,Germany ,Landkreis
244,Team Lead (w/m/d) Data Engineering (IT-Berater/in),2023-02-05,Procon-IT GmbH (Garching),Full-time,Germany , München
244,Team Lead (w/m/d) Data Engineering (IT-Berater/in),2023-02-05,Procon-IT GmbH (Garching),Full-time,Germany ,Landkreis
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany , Duisburg
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Hamburg 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Nürnberg
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Dresden
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Region Hannover 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Köln
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Frankfurt am Main
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Erfurt
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,München
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Kreisfreie Stadt 
245,(Senior) Data Engineer:in für AI Projekte (Informatiker/in (Hochschule)),2023-11-05,Deutsche Bahn AG,Full-time,Germany ,Berlin
246,Technical Data Engineering (m/w/d) - Maintenance TechData (Metallflugzeugbauer/in),2023-05-16,SimpleXX GmbH,Full-time,Germany , Bayern
247,Wissenschaftliche*r Mitarbeiter*in Digitale Produktion und Data Engineering (Recruiter),2023-09-05,Zentrale der Fraunhofer Gesellschaft e.V.,Full-time,Germany , Münster
247,Wissenschaftliche*r Mitarbeiter*in Digitale Produktion und Data Engineering (Recruiter),2023-09-05,Zentrale der Fraunhofer Gesellschaft e.V.,Full-time,Germany ,Kreisfreie Stadt
248,Informatiker*innen/Mathematiker*innen im Bereich Data Engineering (Wirtschaftsinformatiker/in (Hochschule)),2023-05-30,Deutsche Bundesbank,Full-time,Germany , Frankfurt am Main
248,Informatiker*innen/Mathematiker*innen im Bereich Data Engineering (Wirtschaftsinformatiker/in (Hochschule)),2023-05-30,Deutsche Bundesbank,Full-time,Germany ,Kreisfreie Stadt
249,Planer (m/w/d) Qualitäts-Systeme (Schwerpunkt Data Engineering) (Wirtschaftsinformatiker/in (Hochschule)),2023-05-30,Porsche Leipzig GmbH,Full-time,Germany,
250,Technical Data Engineering Specialist (m/w/d) - IPC (Ingenieur/in - Luft- und Raumfahrttechnik),2023-05-15,SimpleXX GmbH,Full-time,Germany , Bayern
251,Software Developer Python- und Cloud-Architekturen mit Schwerpunkt Data Engineering (Softwareentwickler/in),2023-05-16,Dipl.-Ing Felix Aithnard Delphinco e.K.,Full-time,Germany , Baden-Baden
251,Software Developer Python- und Cloud-Architekturen mit Schwerpunkt Data Engineering (Softwareentwickler/in),2023-05-16,Dipl.-Ing Felix Aithnard Delphinco e.K.,Full-time,Germany ,Stadtkreis
